,movieId,title,genres,year
91,m99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995
92,m100,City Hall (1996),Drama|Thriller,1996
93,m101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996
94,m102,Mr. Wrong (1996),Comedy,1996
95,m103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996
96,m104,Happy Gilmore (1996),Comedy,1996
97,m105,"Bridges of Madison County, The (1995)",Drama|Romance,1995
98,m107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996
99,m108,Catwalk (1996),Documentary,1996
100,m110,Braveheart (1995),Action|Drama|War,1995
101,m111,Taxi Driver (1976),Crime|Drama|Thriller,1976
102,m112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995
103,m113,Before and After (1996),Drama|Mystery,1996
104,m114,Margaret's Museum (1995),Drama,1995
105,m116,Anne Frank Remembered (1995),Documentary,1995
106,m117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995
107,m118,If Lucy Fell (1996),Comedy|Romance,1996
108,m119,"Steal Big, Steal Little (1995)",Comedy,1995
109,m121,"Boys of St. Vincent, The (1992)",Drama,1992
110,m122,Boomerang (1992),Comedy|Romance,1992
111,m123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994
112,m124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995
113,m125,Flirting With Disaster (1996),Comedy,1996
114,m126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994
115,m129,Pie in the Sky (1996),Comedy|Romance,1996
116,m130,Angela (1995),Drama,1995
117,m131,Frankie Starlight (1995),Drama|Romance,1995
118,m132,Jade (1995),Thriller,1995
119,m135,Down Periscope (1996),Comedy,1996
120,m137,Man of the Year (1995),Documentary,1995
121,m140,Up Close and Personal (1996),Drama|Romance,1996
122,m141,"Birdcage, The (1996)",Comedy,1996
123,m144,"Brothers McMullen, The (1995)",Comedy,1995
124,m145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995
125,m146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995
126,m147,"Basketball Diaries, The (1995)",Drama,1995
127,m148,"Awfully Big Adventure, An (1995)",Drama,1995
128,m149,Amateur (1994),Crime|Drama|Thriller,1994
129,m150,Apollo 13 (1995),Adventure|Drama|IMAX,1995
130,m151,Rob Roy (1995),Action|Drama|Romance|War,1995
131,m152,"Addiction, The (1995)",Drama|Horror,1995
132,m153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995
133,m154,Beauty of the Day (Belle de jour) (1967),Drama,1967
134,m155,Beyond Rangoon (1995),Adventure|Drama|War,1995
135,m156,Blue in the Face (1995),Comedy|Drama,1995
136,m157,Canadian Bacon (1995),Comedy|War,1995
137,m158,Casper (1995),Adventure|Children,1995
138,m159,Clockers (1995),Crime|Drama|Mystery,1995
139,m160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995
140,m161,Crimson Tide (1995),Drama|Thriller|War,1995
141,m162,Crumb (1994),Documentary,1994
142,m163,Desperado (1995),Action|Romance|Western,1995
143,m164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995
144,m165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995
145,m166,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995
146,m167,Feast of July (1995),Drama,1995
147,m168,First Knight (1995),Action|Drama|Romance,1995
148,m169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995
149,m170,Hackers (1995),Action|Adventure|Crime|Thriller,1995
150,m171,Jeffrey (1995),Comedy|Drama,1995
151,m172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995
152,m173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995
153,m174,Jury Duty (1995),Comedy,1995
154,m175,Kids (1995),Drama,1995
155,m176,Living in Oblivion (1995),Comedy,1995
156,m177,Lord of Illusions (1995),Horror,1995
157,m178,Love & Human Remains (1993),Comedy|Drama,1993
158,m179,Mad Love (1995),Drama|Romance,1995
159,m180,Mallrats (1995),Comedy|Romance,1995
160,m181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995
161,m183,Mute Witness (1994),Comedy|Horror|Thriller,1994
162,m184,Nadja (1994),Drama,1994
163,m185,"Net, The (1995)",Action|Crime|Thriller,1995
164,m186,Nine Months (1995),Comedy|Romance,1995
165,m187,Party Girl (1995),Comedy,1995
166,m188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995
167,m189,Reckless (1995),Comedy|Fantasy,1995
168,m190,Safe (1995),Thriller,1995
169,m191,"Scarlet Letter, The (1995)",Drama|Romance,1995
170,m193,Showgirls (1995),Drama,1995
171,m194,Smoke (1995),Comedy|Drama,1995
172,m195,Something to Talk About (1995),Comedy|Drama|Romance,1995
173,m196,Species (1995),Horror|Sci-Fi,1995
174,m198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995
175,m199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964
176,m200,"Tie That Binds, The (1995)",Thriller,1995
177,m201,Three Wishes (1995),Drama|Fantasy,1995
178,m202,Total Eclipse (1995),Drama|Romance,1995
179,m203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995
180,m204,Under Siege 2: Dark Territory (1995),Action,1995
181,m205,Unstrung Heroes (1995),Comedy|Drama,1995
182,m206,Unzipped (1995),Documentary,1995
183,m207,"Walk in the Clouds, A (1995)",Drama|Romance,1995
184,m208,Waterworld (1995),Action|Adventure|Sci-Fi,1995
185,m209,White Man's Burden (1995),Drama,1995
186,m211,"Browning Version, The (1994)",Drama,1994
187,m213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994
188,m214,Before the Rain (Pred dozhdot) (1994),Drama|War,1994
189,m215,Before Sunrise (1995),Drama|Romance,1995
190,m216,Billy Madison (1995),Comedy,1995
191,m217,"Babysitter, The (1995)",Drama|Thriller,1995
192,m218,Boys on the Side (1995),Comedy|Drama,1995
193,m219,"Cure, The (1995)",Drama,1995
194,m220,Castle Freak (1995),Horror,1995
195,m222,Circle of Friends (1995),Drama|Romance,1995
196,m223,Clerks (1994),Comedy,1994
197,m224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995
198,m225,Disclosure (1994),Drama|Thriller,1994
199,m227,Drop Zone (1994),Action|Thriller,1994
200,m228,Destiny Turns on the Radio (1995),Comedy,1995
201,m229,Death and the Maiden (1994),Drama|Thriller,1994
202,m230,Dolores Claiborne (1995),Drama|Thriller,1995
203,m231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994
204,m232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994
205,m233,Exotica (1994),Drama,1994
206,m234,Exit to Eden (1994),Comedy,1994
207,m235,Ed Wood (1994),Comedy|Drama,1994
208,m236,French Kiss (1995),Action|Comedy|Romance,1995
209,m237,Forget Paris (1995),Comedy|Romance,1995
210,m238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1995
211,m239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995
212,m240,Hideaway (1995),Thriller,1995
213,m241,Fluke (1995),Children|Drama,1995
214,m242,Farinelli: il castrato (1994),Drama|Musical,1994
215,m243,Gordy (1995),Children|Comedy|Fantasy,1995
216,m244,Gumby: The Movie (1995),Animation|Children,1995
217,m245,The Glass Shield (1994),Crime|Drama,1994
218,m246,Hoop Dreams (1994),Documentary,1994
219,m247,Heavenly Creatures (1994),Crime|Drama,1994
220,m248,Houseguest (1994),Comedy,1994
221,m249,Immortal Beloved (1994),Drama|Romance,1994
222,m250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995
223,m251,"Hunted, The (1995)",Action,1995
224,m252,I.Q. (1994),Comedy|Romance,1994
225,m253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994
226,m254,Jefferson in Paris (1995),Drama,1995
227,m255,"Jerky Boys, The (1995)",Comedy,1995
228,m256,Junior (1994),Comedy|Sci-Fi,1994
229,m257,Just Cause (1995),Mystery|Thriller,1995
230,m258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995
231,m259,Kiss of Death (1995),Crime|Drama|Thriller,1995
232,m260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977
233,m261,Little Women (1994),Drama,1994
234,m262,"Little Princess, A (1995)",Children|Drama,1995
235,m263,Ladybird Ladybird (1994),Drama,1994
236,m264,"Enfer, L' (1994)",Drama,1994
237,m265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992
238,m266,Legends of the Fall (1994),Drama|Romance|War|Western,1994
239,m267,Major Payne (1995),Comedy,1995
240,m268,Little Odessa (1994),Crime|Drama,1994
241,m269,My Crazy Life (Mi vida loca) (1993),Drama,1993
242,m270,Love Affair (1994),Drama|Romance,1994
243,m271,Losing Isaiah (1995),Drama,1995
244,m272,"Madness of King George, The (1994)",Comedy|Drama,1994
245,m273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994
246,m274,Man of the House (1995),Comedy,1995
247,m275,Mixed Nuts (1994),Comedy,1994
248,m276,Milk Money (1994),Comedy|Romance,1994
249,m277,Miracle on 34th Street (1994),Drama,1994
250,m278,Miami Rhapsody (1995),Comedy,1995
251,m279,My Family (1995),Drama,1995
252,m280,Murder in the First (1995),Drama|Thriller,1995
253,m281,Nobody's Fool (1994),Comedy|Drama|Romance,1994
254,m282,Nell (1994),Drama,1994
255,m283,New Jersey Drive (1995),Crime|Drama,1995
256,m285,Beyond Bedlam (1993),Drama|Horror,1993
257,m287,Nina Takes a Lover (1994),Comedy|Romance,1994
258,m288,Natural Born Killers (1994),Action|Crime|Thriller,1994
259,m289,Only You (1994),Comedy|Romance,1994
260,m290,Once Were Warriors (1994),Crime|Drama,1994
261,m291,Poison Ivy II (1996),Drama|Thriller,1996
262,m292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995
263,m293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994
264,m294,"Perez Family, The (1995)",Comedy|Romance,1995
265,m295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1995
266,m296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994
267,m299,Priest (1994),Drama,1994
268,m300,Quiz Show (1994),Drama,1994
269,m301,Picture Bride (Bijo photo) (1994),Drama|Romance,1994
270,m302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1994
271,m303,"Quick and the Dead, The (1995)",Action|Thriller|Western,1995
272,m304,Roommates (1995),Comedy|Drama,1995
273,m305,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994
274,m306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994
275,m307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993
276,m308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994
277,m309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,1994
278,m312,Stuart Saves His Family (1995),Comedy,1995
279,m313,"Swan Princess, The (1994)",Animation|Children,1994
280,m314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,1994
281,m315,"Specialist, The (1994)",Action|Drama|Thriller,1994
282,m316,Stargate (1994),Action|Adventure|Sci-Fi,1994
283,m317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1994
284,m318,"Shawshank Redemption, The (1994)",Crime|Drama,1994
285,m319,Shallow Grave (1994),Comedy|Drama|Thriller,1994
286,m320,Suture (1993),Film-Noir|Thriller,1993
287,m321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1993
288,m322,Swimming with Sharks (1995),Comedy|Drama,1995
289,m324,"Sum of Us, The (1994)",Comedy|Drama,1994
290,m325,National Lampoon's Senior Trip (1995),Comedy,1995
291,m326,To Live (Huozhe) (1994),Drama,1994
292,m327,Tank Girl (1995),Action|Comedy|Sci-Fi,1995
293,m328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1995
294,m329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994
295,m330,Tales from the Hood (1995),Action|Crime|Horror,1995
296,m331,Tom & Viv (1994),Drama,1994
297,m332,Village of the Damned (1995),Horror|Sci-Fi,1995
298,m333,Tommy Boy (1995),Comedy,1995
299,m334,Vanya on 42nd Street (1994),Drama,1994
300,m335,Underneath (1995),Mystery|Thriller,1995
301,m336,"Walking Dead, The (1995)",Drama|War,1995
302,m337,What's Eating Gilbert Grape (1993),Drama,1993
303,m338,Virtuosity (1995),Action|Sci-Fi|Thriller,1995
304,m339,While You Were Sleeping (1995),Comedy|Romance,1995
305,m340,"War, The (1994)",Adventure|Drama|War,1994
306,m341,Double Happiness (1994),Drama,1994
307,m342,Muriel's Wedding (1994),Comedy,1994
308,m343,"Baby-Sitters Club, The (1995)",Children,1995
309,m344,Ace Ventura: Pet Detective (1994),Comedy,1994
310,m345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1994
311,m346,Backbeat (1993),Drama|Musical,1993
312,m347,Bitter Moon (1992),Drama|Film-Noir|Romance,1992
313,m348,Bullets Over Broadway (1994),Comedy,1994
314,m349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994
315,m350,"Client, The (1994)",Drama|Mystery|Thriller,1994
316,m351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1994
317,m352,Crooklyn (1994),Comedy|Drama,1994
318,m353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,1994
319,m354,Cobb (1994),Drama,1994
320,m355,"Flintstones, The (1994)",Children|Comedy|Fantasy,1994
321,m356,Forrest Gump (1994),Comedy|Drama|Romance|War,1994
322,m357,Four Weddings and a Funeral (1994),Comedy|Romance,1994
323,m358,Higher Learning (1995),Drama,1995
324,m360,I Love Trouble (1994),Action|Comedy,1994
325,m361,It Could Happen to You (1994),Comedy|Drama|Romance,1994
326,m362,"Jungle Book, The (1994)",Adventure|Children|Romance,1994
327,m363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,1993
328,m364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,1994
329,m365,Little Buddha (1993),Drama,1993
330,m366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,1994
331,m367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1994
332,m368,Maverick (1994),Adventure|Comedy|Western,1994
333,m369,Mrs. Parker and the Vicious Circle (1994),Drama,1994
334,m370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1994
335,m371,"Paper, The (1994)",Comedy|Drama,1994
336,m372,Reality Bites (1994),Comedy|Drama|Romance,1994
337,m373,Red Rock West (1992),Thriller,1992
338,m374,Richie Rich (1994),Children|Comedy,1994
339,m375,Safe Passage (1994),Drama,1994
340,m376,"River Wild, The (1994)",Action|Thriller,1994
341,m377,Speed (1994),Action|Romance|Thriller,1994
342,m378,Speechless (1994),Comedy|Romance,1994
343,m379,Timecop (1994),Action|Sci-Fi|Thriller,1994
344,m380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,1994
345,m381,When a Man Loves a Woman (1994),Drama|Romance,1994
346,m382,Wolf (1994),Drama|Horror|Romance|Thriller,1994
347,m383,Wyatt Earp (1994),Western,1994
348,m384,Bad Company (1995),Action|Crime|Drama,1995
349,m387,"Low Down Dirty Shame, A (1994)",Action|Comedy,1994
350,m388,Boys Life (1995),Drama,1995
351,m389,"Colonel Chabert, Le (1994)",Drama|Romance|War,1994
352,m390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,1965
353,m391,Jason's Lyric (1994),Crime|Drama,1994
354,m392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,1993
355,m393,Street Fighter (1994),Action|Adventure|Fantasy,1994
356,m401,Mirage (1995),Action|Thriller,1995
357,m405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,1994
358,m407,In the Mouth of Madness (1995),Horror|Thriller,1995
359,m408,8 Seconds (1994),Drama,1994
360,m409,Above the Rim (1994),Crime|Drama,1994
361,m410,Addams Family Values (1993),Children|Comedy|Fantasy,1993
362,m412,"Age of Innocence, The (1993)",Drama,1993
363,m413,Airheads (1994),Comedy,1994
364,m414,"Air Up There, The (1994)",Comedy,1994
365,m415,Another Stakeout (1993),Comedy|Thriller,1993
366,m416,Bad Girls (1994),Western,1994
367,m417,Barcelona (1994),Comedy|Romance,1994
368,m418,Being Human (1993),Drama,1993
369,m419,"Beverly Hillbillies, The (1993)",Comedy,1993
370,m420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,1994
371,m421,Black Beauty (1994),Adventure|Children|Drama,1994
372,m422,Blink (1994),Thriller,1994
373,m423,Blown Away (1994),Action|Thriller,1994
374,m424,Blue Chips (1994),Drama,1994
375,m425,Blue Sky (1994),Drama|Romance,1994
376,m426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,1993
377,m427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1993
378,m428,"Bronx Tale, A (1993)",Drama,1993
379,m429,Cabin Boy (1994),Comedy,1994
380,m431,Carlito's Way (1993),Crime|Drama,1993
381,m432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,1994
382,m433,Clean Slate (1994),Comedy,1994
383,m434,Cliffhanger (1993),Action|Adventure|Thriller,1993
384,m435,Coneheads (1993),Comedy|Sci-Fi,1993
385,m436,Color of Night (1994),Drama|Thriller,1994
386,m437,Cops and Robbersons (1994),Comedy,1994
387,m438,"Cowboy Way, The (1994)",Action|Comedy|Drama,1994
388,m439,Dangerous Game (1993),Drama,1993
389,m440,Dave (1993),Comedy|Romance,1993
390,m441,Dazed and Confused (1993),Comedy,1993
391,m442,Demolition Man (1993),Action|Adventure|Sci-Fi,1993
392,m443,"Endless Summer 2, The (1994)",Adventure|Documentary,1994
393,m444,Even Cowgirls Get the Blues (1993),Comedy|Romance,1993
394,m445,Fatal Instinct (1993),Comedy,1993
395,m446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,1993
396,m447,"Favor, The (1994)",Comedy|Romance,1994
397,m448,Fearless (1993),Drama,1993
398,m449,Fear of a Black Hat (1994),Comedy,1994
399,m450,With Honors (1994),Comedy|Drama,1994
400,m451,Flesh and Bone (1993),Drama|Mystery|Romance,1993
401,m452,Widows' Peak (1994),Drama,1994
402,m453,For Love or Money (1993),Comedy|Romance,1993
403,m454,"Firm, The (1993)",Drama|Thriller,1993
404,m455,Free Willy (1993),Adventure|Children|Drama,1993
405,m456,Fresh (1994),Crime|Drama|Thriller,1994
406,m457,"Fugitive, The (1993)",Thriller,1993
407,m458,Geronimo: An American Legend (1993),Drama|Western,1993
408,m459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,1994
409,m460,Getting Even with Dad (1994),Comedy,1994
410,m461,Go Fish (1994),Drama|Romance,1994
411,m463,Guilty as Sin (1993),Crime|Drama|Thriller,1993
412,m464,Hard Target (1993),Action|Adventure|Crime|Thriller,1993
413,m465,Heaven & Earth (1993),Action|Drama|War,1993
414,m466,Hot Shots! Part Deux (1993),Action|Comedy|War,1993
415,m467,Live Nude Girls (1995),Comedy,1995
416,m468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,1995
417,m469,"House of the Spirits, The (1993)",Drama|Romance,1993
418,m470,House Party 3 (1994),Comedy,1994
419,m471,"Hudsucker Proxy, The (1994)",Comedy,1994
420,m472,I'll Do Anything (1994),Comedy|Drama,1994
421,m473,In the Army Now (1994),Comedy|War,1994
422,m474,In the Line of Fire (1993),Action|Thriller,1993
423,m475,In the Name of the Father (1993),Drama,1993
424,m476,"Inkwell, The (1994)",Comedy|Drama,1994
425,m477,What's Love Got to Do with It? (1993),Drama|Musical,1993
426,m479,Judgment Night (1993),Action|Crime|Thriller,1993
427,m480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,1993
428,m481,Kalifornia (1993),Drama|Thriller,1993
429,m482,Killing Zoe (1994),Crime|Drama|Thriller,1994
430,m483,King of the Hill (1993),Drama,1993
431,m484,Lassie (1994),Adventure|Children,1994
432,m485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,1993
433,m486,Life with Mikey (1993),Comedy,1993
434,m487,Lightning Jack (1994),Comedy|Western,1994
435,m488,M. Butterfly (1993),Drama|Romance,1993
436,m489,Made in America (1993),Comedy,1993
437,m490,Malice (1993),Thriller,1993
438,m491,"Man Without a Face, The (1993)",Drama,1993
439,m492,Manhattan Murder Mystery (1993),Comedy|Mystery,1993
440,m493,Menace II Society (1993),Action|Crime|Drama,1993
441,m494,Executive Decision (1996),Action|Adventure|Thriller,1996
442,m495,In the Realm of the Senses (Ai no corrida) (1976),Drama,1976
443,m496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,1994
444,m497,Much Ado About Nothing (1993),Comedy|Romance,1993
445,m498,Mr. Jones (1993),Drama|Romance,1993
446,m499,Mr. Wonderful (1993),Comedy|Romance,1993
447,m500,Mrs. Doubtfire (1993),Comedy|Drama,1993
448,m501,Naked (1993),Drama,1993
449,m502,"Next Karate Kid, The (1994)",Action|Children|Romance,1994
450,m504,No Escape (1994),Action|Drama|Sci-Fi,1994
451,m505,North (1994),Comedy,1994
452,m506,Orlando (1992),Drama|Fantasy|Romance,1992
453,m507,"Perfect World, A (1993)",Crime|Drama|Thriller,1993
454,m508,Philadelphia (1993),Drama,1993
455,m509,"Piano, The (1993)",Drama|Romance,1993
456,m510,Poetic Justice (1993),Drama,1993
457,m511,"Program, The (1993)",Action|Drama,1993
458,m512,"Puppet Masters, The (1994)",Horror|Sci-Fi,1994
459,m513,Radioland Murders (1994),Comedy|Mystery|Romance,1994
460,m514,"Ref, The (1994)",Comedy,1994
461,m515,"Remains of the Day, The (1993)",Drama|Romance,1993
